Bus_No,CloudLocation,FileNameNoPath,PrivateId,CreationDate,ArchivedDate,DeletedAt,State,ReturnToLongTerm,FileRestored
4596744,cae0ba54-8705-45fe-8176-d285772033fd,95682290293.wav,bf107e86-246b-45f4-8608-846b0db40a51,Mon Jul 22 2019 20:33:52 GMT+0530 (India Standard Time),Fri Sep 20 2019 20:35:55 GMT+0530 (India Standard Time),Invalid Date,6,Mon Sep 30 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,d97f58ff-5417-4634-8d38-c04c5aadcd94,45596876945.wav,7acc628c-3d34-49d0-9fa4-f8d98527a01d,Sat Mar 30 2019 01:38:08 GMT+0530 (India Standard Time),Wed May 29 2019 01:38:31 GMT+0530 (India Standard Time),Invalid Date,6,Mon Sep 23 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,3a129788-6f4b-4883-ae9e-4862a53465ad,95708007599.wav,9300bfbd-c573-4850-8926-7786dcc11fad,Tue Jul 23 2019 16:42:18 GMT+0530 (India Standard Time),Sat Sep 21 2019 16:43:54 GMT+0530 (India Standard Time),Invalid Date,6,Mon Sep 30 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,d1bf3132-136b-4a6b-a214-ba9252f209ec,45806716991.wav,eba34393-fd17-4013-b2fb-b9c05f3861ff,Thu Apr 11 2019 03:34:58 GMT+0530 (India Standard Time),Mon Jun 10 2019 03:36:31 GMT+0530 (India Standard Time),Invalid Date,6,Sat Oct 05 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,158e4644-a137-4703-b7c9-6675cc3900da,45596054620.wav,eac5cf48-f887-4c98-8fc5-a957d2ef6c47,Fri Mar 29 2019 21:12:11 GMT+0530 (India Standard Time),Tue May 28 2019 21:12:30 GMT+0530 (India Standard Time),Invalid Date,6,Tue Sep 24 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,125d8cf4-2df6-4c46-b1d2-de3107b1b196,95275818813.wav,8a1cdfdd-3274-4895-bf83-8afed5d2fefb,Fri Jun 28 2019 23:19:49 GMT+0530 (India Standard Time),Tue Aug 27 2019 23:21:53 GMT+0530 (India Standard Time),Invalid Date,6,Mon Sep 30 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,1f9854a0-8d87-49d3-823e-5c8cf9fa9081,44824354817.wav,91c54b9e-8b67-4fb2-8b68-62936a07eea8,Fri Feb 15 2019 21:30:24 GMT+0530 (India Standard Time),Tue Apr 16 2019 21:32:01 GMT+0530 (India Standard Time),Invalid Date,6,Sat Jun 15 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,5e3e256b-c975-499c-bf90-6b51715e8923,44728370518.wav,269d6645-a28f-4ac3-9f93-864276d9d9cc,Mon Feb 11 2019 19:23:27 GMT+0530 (India Standard Time),Fri Apr 12 2019 19:25:51 GMT+0530 (India Standard Time),Invalid Date,6,Thu Sep 26 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,333f6ede-df49-44b8-aa1f-1cb6dcca75a0,45280542674.wav,c16f0c1c-90f0-4d48-911f-a97682fefaee,Wed Mar 13 2019 02:20:27 GMT+0530 (India Standard Time),Sun May 12 2019 02:22:31 GMT+0530 (India Standard Time),Invalid Date,6,Sat Sep 21 2019 05:30:00 GMT+0530 (India Standard Time),
4596744,fe8f01b1-5e82-4347-9180-dadc193c461e,44728906370.wav,c5cbb2f5-b047-4153-a69d-619dac710d23,Mon Feb 11 2019 22:44:04 GMT+0530 (India Standard Time),Fri Apr 12 2019 22:44:49 GMT+0530 (India Standard Time),Invalid Date,6,Thu Sep 26 2019 05:30:00 GMT+0530 (India Standard Time),
